pricing.comp_us5,pricing,COMPARISON,We tell you what to do and why.,Size ne yapmanız gerektiğini ve nedenini söyleriz.,
pricing.compare_title,pricing,COMPARISON,What You Are Actually Paying For,Aslında Ne İçin Ödeme Yapıyorsunuz,
pricing.compare_subtitle,pricing,COMPARISON,The difference between checking and interpreting.,Kontrol etmek ve yorumlamak arasındaki fark.,
pricing.calc_heading,pricing,CALCULATOR,Calculate Your Price,Fiyatınızı Hesaplayın,
pricing.calc_intro,pricing,CALCULATOR,Simple. More volume, lower rate.,Basit. Daha fazla hacim, daha düşük oran.,
pricing.calc_subtitle,pricing,CALCULATOR,Pay only for what you need. Credits never expire.,Sadece ihtiyacınız olanı ödeyin. Kredilerin süresi asla dolmaz.,
pricing.calc_title,pricing,CALCULATOR,Pricing Calculator,Fiyat Hesaplayıcı,
pricing.need_more,pricing,CALCULATOR,Need more than 1 million?,1 milyondan fazlasına mı ihtiyacınız var?,
pricing.custom_pricing,pricing,CALCULATOR,for custom pricing.,özel fiyatlandırma için.,
pricing.contact_us,pricing,CALCULATOR,Contact us,Bize ulaşın,
pricing.cta_clean_title,pricing,CTA,Get My List Cleaned,Listemi Temizle,
pricing.cta_clean_desc,pricing,CTA,Done-for-you service. Send your list, get results.,Anahtar teslim hizmet. Listenizi gönderin, sonuçları alın.,
pricing.cta_waitlist_title,pricing,CTA,Join the Waitlist,Bekleme Listesine Katılın,
pricing.cta_waitlist_desc,pricing,CTA,Be first to access self-serve when it launches.,Başladığında self-servise ilk erişen siz olun.,
pricing.cta_help_title,pricing,CTA,Get Free Help,Ücretsiz Yardım Alın,
pricing.cta_help_desc,pricing,CTA,Email our SOS hotline with your questions.,Sorularınızla SOS hattımıza e-posta gönderin.,DNT SOS Hotline
pricing.learn_more_btn,pricing,CTA,Learn More,Daha Fazla Bilgi,
pricing.option_guidance,pricing,OPTIONS,Guidance,Rehberlik,
pricing.option_execution,pricing,OPTIONS,Execution,Uygulama,
pricing.option_automation,pricing,OPTIONS,Automation,Otomasyon,
pricing.join,pricing,CONTENT,Join,Katıl,
pricing.get_started_btn,pricing,CONTENT,Get Started,Başlayın,
pricing.questions_title,pricing,CONTENT,Questions?,Sorular?,
pricing.waitlist_success_short,pricing,CONTENT,You're on the list!,Listedesiniz!,
pricing.newsletter_opt,pricing,CONTENT,"Monthly deliverability insights (no spam, just signal)","Aylık deliverability içgörüleri (spam yok, sadece bilgi)",
pricing.for_custom,pricing,CONTENT,for custom pricing.,özel fiyatlandırma için.,
pricing.learn_more_sos,pricing,CONTENT,Learn More About SOS Hotline,SOS Hattı Hakkında Daha Fazla Bilgi Edinin,DNT SOS Hotline
pricing.free_help_title,pricing,FREE HELP,Free Email Help,Ücretsiz E-posta Yardımı,
pricing.free_help_desc,pricing,FREE HELP,"Ask any email question. Get a real answer from a real expert. No sales pitch, no strings attached.","Herhangi bir e-posta sorusu sorun. Gerçek bir uzmandan gerçek bir cevap alın. Satış yok, bağlayıcılık yok.",
pricing.hero_headline1,pricing,HERO,Beyond Validation.,Doğrulamanın Ötesinde.,
pricing.hero_headline2,pricing,HERO,We Tell You What Your List Means.,Listenizin Ne Anlama Geldiğini Size Söylüyoruz.,
pricing.hero_subhead,pricing,HERO,"Not just pass/fail. Every address comes with reasoning so you know what to keep, what to monitor, and what to suppress.","Sadece geçti/kaldı değil. Her adres bir gerekçeyle gelir, böylece neyi saklayacağınızı, neyi izleyeceğinizi ve neyi kaldıracağınızı (suppress) bilirsiniz.",DNT Keep/Monitor/Suppress
pricing.what_you_get_title,pricing,OUTPUT,What You Get,Ne Alırsınız,
pricing.what_you_get_subtitle,pricing,OUTPUT,A cleaned list with clear recommendations.,Net önerilerle temizlenmiş bir liste.,
pricing.keep_title,pricing,OUTPUT,Cleared After Full Review,Tam İncelemeden Sonra Onaylandı,
pricing.keep_desc,pricing,OUTPUT,No risk patterns surfaced during review. Domain behavior and historical signals support continued sending.,İnceleme sırasında risk kalıpları ortaya çıkmadı. Alan adı davranışı ve geçmiş sinyaller gönderime devam etmeyi destekliyor.,
pricing.monitor_title,pricing,OUTPUT,Patterns Worth Watching,İzlemeye Değer Kalıplar,
pricing.monitor_desc,pricing,OUTPUT,"These require judgment. We surface historical patterns and relationship context.",Bunlar muhakeme gerektirir. Geçmiş kalıpları ve ilişki bağlamını ortaya çıkarıyoruz.,
pricing.suppress_title,pricing,OUTPUT,"Clear Risk, Clear Reasoning",Net Risk, Net Gerekçe,
pricing.suppress_desc,pricing,OUTPUT,"Clear risk signals: known problem domains, disposable patterns, historical trap indicators.",Net risk sinyalleri: bilinen sorunlu alan adları, geçici e-posta kalıpları, geçmiş tuzak göstergeleri.,
pricing.who_title,pricing,WHO FOR,Who This Is For,Bu Kimin İçin,
pricing.who_subtitle,pricing,WHO FOR,Marketers who already send email and want to protect their sender reputation.,Halihazırda e-posta gönderen ve gönderici itibarını korumak isteyen pazarlamacılar.,
pricing.who_note,pricing,WHO FOR,"If you care about long-term reputation, not just short-term volume, this is for you.","Sadece kısa vadeli hacmi değil, uzun vadeli itibarı önemsiyorsanız, bu sizin içindir.",
pricing.who_item1,pricing,WHO FOR,Running campaigns but seeing declining engagement,Kampanyalar yürütüyor ancak etkileşimin düştüğünü görüyorsunuz,
pricing.who_item2,pricing,WHO FOR,"Worried about bounces, complaints, or blocklists",Bounce'lar, şikayetler veya blok listeleri hakkında endişelisiniz,
pricing.who_item3,pricing,WHO FOR,Inheriting a list you did not build,Sizin oluşturmadığınız bir listeyi devraldınız,
pricing.who_item4,pricing,WHO FOR,"Under pressure to ""just send"" but sensing risk","""Sadece gönder"" baskısı altındasınız ama risk hissediyorsunuz",
pricing.who_item5,pricing,WHO FOR,Trying to explain deliverability to a boss who does not get it,Bunu anlamayan bir patrona deliverability kavramını açıklamaya çalışıyorsunuz,
quiz.loading_analyzing,quiz,LOADING,Analyzing your responses...,Yanıtlarınız analiz ediliyor...,
quiz.loading_comparing,quiz,LOADING,Comparing against common patterns,Yaygın kalıplarla karşılaştırılıyor,
quiz.loading_checking,quiz,LOADING,Checking risk indicators...,Risk göstergeleri kontrol ediliyor...,
quiz.loading_matching,quiz,LOADING,Matching against known patterns,Bilinen kalıplarla eşleştiriliyor,
quiz.loading_preparing,quiz,LOADING,Preparing your diagnosis...,Teşhisiniz hazırlanıyor...,
quiz.step_indicator,quiz,INTRO,Question {n} of {total},Soru {n} / {total},Use {n} and {total} as placeholders
quiz.step_1_of_4,quiz,QUESTIONS,Question 1 of 4,Soru 1 / 4,
quiz.q1_text,quiz,QUESTIONS,How did the majority of these emails get on your list?,Bu e-postaların çoğunluğu listenize nasıl girdi?,
quiz.q2_text,quiz,QUESTIONS,Is your sending domain authenticated with DMARC?,Gönderen alan adınız DMARC ile doğrulandı mı?,DNT DMARC
quiz.q3_text,quiz,QUESTIONS,Have you run this list through a validation tool?,Bu listeyi bir doğrulama aracından geçirdiniz mi?,
quiz.q4_text,quiz,QUESTIONS,What brought you here today?,Sizi bugün buraya ne getirdi?,
quiz.pattern_line,quiz,RESULTS,This is one of the most common patterns I see.,Bu gördüğüm en yaygın kalıplardan biri.,
quiz.badge_higher_risk,quiz,RESULTS,Higher Risk,Daha Yüksek Risk,
quiz.badge_critical,quiz,RESULTS,Critical,Kritik,
quiz.badge_high_risk,quiz,RESULTS,High Risk,Yüksek Risk,
quiz.badge_medium_risk,quiz,RESULTS,Medium Risk,Orta Risk,
quiz.badge_low_risk,quiz,RESULTS,Low Risk,Düşük Risk,
quiz.what_well_do,quiz,RESULTS,What we'll do,Ne yapacağız,
quiz.what_this_means,quiz,RESULTS,What this means,Bu ne anlama geliyor,
quiz.reality_check_title,quiz,RESULTS,What we'll do,Ne yapacağız,
quiz.reality_check_title_alt,quiz,RESULTS,What this means,Bu ne anlama geliyor,
quiz.cta_talk_specialist,quiz,RESULTS,Talk to a Specialist,Bir Uzmanla Konuşun,
quiz.cta_full_review,quiz,RESULTS,Get a full review,Tam inceleme alın,
quiz.cta_diagnose,quiz,RESULTS,Let's diagnose this,Bunu teşhis edelim,
quiz.cta_clarity,quiz,RESULTS,Get clarity on your list,Listenizde netlik kazanın,
quiz.cta_get_diagnosis,quiz,CTA,Get the diagnosis,Teşhisi alın,
quiz.cta_safety_check,quiz,CTA,Get a safety check,Güvenlik kontrolü yapın,
quiz.res_infra_headline,quiz,RESULTS,Your infrastructure may be the problem.,Altyapınız sorun olabilir.,
quiz.res_catchall_headline,quiz,RESULTS,Those ""Unknown"" addresses are not unknown to me.,O ""Bilinmeyen"" adresler benim için bilinmeyen değil.,
quiz.res_decay_headline,quiz,RESULTS,Your list is slowly suffocating your delivery.,Listeniz teslimatınızı yavaşça boğuyor.,
quiz.res_preventive_headline,quiz,RESULTS,You are in a good spot. Let's keep it that way.,İyi bir noktadasınız. Böyle devam edelim.,
quiz.res_noconsent_headline,quiz,RESULTS,We can absolutely help clean your list.,Listenizi temizlemenize kesinlikle yardımcı olabiliriz.,
quiz.res_crisis_headline,quiz,RESULTS,You need triage, not just cleaning.,Sadece temizliğe değil, acil müdahaleye ihtiyacınız var.,
quiz.res_toolfail_headline,quiz,RESULTS,Your validation tool missed something.,Doğrulama aracınız bir şeyleri kaçırmış.,
quiz.res_noconsent_subhead,quiz,RESULTS,Lists without explicit consent carry more risk—but that doesn't mean you can't send safely. We'll remove the addresses most likely to hurt you.,Açık rıza olmayan listeler daha fazla risk taşır—ancak bu güvenli gönderim yapamayacağınız anlamına gelmez. Size zarar verme olasılığı en yüksek olan adresleri kaldıracağız.,
quiz.res_crisis_subhead,quiz,RESULTS,An ESP warning is the final straw. Your reputation is already damaged. Automated cleaning alone will not get you reinstated.,Bir ESP uyarısı son damladır. İtibarınız zaten zarar görmüş. Sadece otomatik temizlik sizi eski halinize getirmez.,DNT ESP
quiz.res_toolfail_subhead,quiz,RESULTS,You paid for syntax checking. You were punished for reputation. A 'Valid' email can still be a spam trap or chronic complainer.,Sözdizimi kontrolü için ödeme yaptınız. İtibar için cezalandırıldınız. 'Geçerli' bir e-posta hala bir spam tuzağı veya kronik şikayetçi olabilir.,
quiz.res_infra_subhead,quiz,RESULTS,Without proper DMARC authentication, even a clean list can land in spam. This is a fixable issue, but it needs attention before list cleaning matters.,Uygun DMARC kimlik doğrulaması olmadan temiz bir liste bile spame düşebilir. Bu düzeltilebilir bir sorundur, ancak liste temizliğinden önce ilgilenilmesi gerekir.,DNT DMARC
quiz.res_catchall_subhead,quiz,RESULTS,Catch-all domains accept everything. Validation tools cannot tell you which addresses are real. I can.,Catch-all alan adları her şeyi kabul eder. Doğrulama araçları hangi adreslerin gerçek olduğunu size söyleyemez. Ben söyleyebilirim.,
quiz.res_decay_subhead,quiz,RESULTS,No bounce spike. No warning. Just a quiet decline as dead weight accumulates and inbox providers filter you to spam.,Bounce artışı yok. Uyarı yok. Sadece ölü ağırlık biriktikçe ve gelen kutusu sağlayıcıları sizi spame filtreledikçe sessiz bir düşüş.,
quiz.res_preventive_subhead,quiz,RESULTS,Healthy lists still decay by about 22% every year. A preventative review before a big send catches recycled traps that formed since your last campaign.,Sağlıklı listeler bile her yıl yaklaşık %22 oranında bozulur. Büyük bir gönderimden önce önleyici bir inceleme, son kampanyanızdan bu yana oluşan geri dönüştürülmüş tuzakları yakalar.,
quiz.res_noconsent_reality,quiz,RESULTS,"We catch invalid addresses, spam traps, role accounts, and high-risk patterns that other validators miss. We're thorough. But we're also honest: no tool can catch every trap on a non-consent list because some are designed to be undetectable. That's true for every validator—we're just the ones who tell you.","Diğer doğrulayıcıların kaçırdığı geçersiz adresleri, spam tuzaklarını, rol hesaplarını ve yüksek riskli kalıpları yakalıyoruz. Titiziz. Ama aynı zamanda dürüstüz: hiçbir araç izinli olmayan bir listedeki her tuzağı yakalayamaz çünkü bazıları tespit edilemez olacak şekilde tasarlanmıştır. Bu her doğrulayıcı için geçerlidir—sadece biz size bunu söylüyoruz.",
quiz.res_crisis_reality,quiz,RESULTS,You need a remediation strategy, not just a clean list. I help identify the root cause and build a path back to good standing with your ESP.,Sadece temiz bir listeye değil, bir iyileştirme stratejisine ihtiyacınız var. Kök nedeni belirlemeye ve ESP'nizle tekrar iyi bir duruma gelmek için bir yol oluşturmaya yardımcı olurum.,DNT ESP
quiz.res_toolfail_reality,quiz,RESULTS,Automated tools cannot see behavioral history. They check code, not context. I find the 'Valid but Dangerous' addresses they miss.,Otomatik araçlar davranışsal geçmişi göremez. Kodu kontrol ederler, bağlamı değil. Onların kaçırdığı 'Geçerli ama Tehlikeli' adresleri bulurum.,
quiz.res_infra_reality,quiz,RESULTS,Domain authentication tells inbox providers you are who you say you are. Without it, your emails look suspicious regardless of list quality.,Alan adı kimlik doğrulaması, gelen kutusu sağlayıcılarına kim olduğunuzu söyler. O olmadan, liste kalitesinden bağımsız olarak e-postalarınız şüpheli görünür.,
quiz.res_catchall_reality,quiz,RESULTS,A large percentage of business domains are catch-all. Validation marks them 'Unknown' because it cannot verify. Pattern recognition and engagement history tell a different story.,İş alan adlarının büyük bir yüzdesi catch-all'dır. Doğrulama, doğrulayamadığı için bunları 'Bilinmeyen' olarak işaretler. Kalıp tanıma ve etkileşim geçmişi farklı bir hikaye anlatır.,
quiz.res_decay_reality,quiz,RESULTS,This is the hardest problem to diagnose because there is no event. Your list has accumulated decay, and it is dragging down your engaged subscribers.,Bu teşhis edilmesi en zor sorundur çünkü bir olay yoktur. Listeniz bozulma biriktirmiştir ve etkileşimdeki abonelerinizi aşağı çekmektedir.,
quiz.res_preventive_reality,quiz,RESULTS,You are doing the right things. A safety check ensures you do not accidentally hit a trap that did not exist last time you sent.,Doğru şeyleri yapıyorsunuz. Güvenlik kontrolü, en son gönderim yaptığınızda var olmayan bir tuzağa yanlışlıkla çarpmamanızı sağlar.,
quiz.additional_issues_title,quiz,RESULTS,Other things we noticed,Fark ettiğimiz diğer şeyler,
quiz.result_directlink,quiz,RESULTS,Ready to go?,Başlamaya hazır mısınız?,
quiz.get_list_cleaned,quiz,RESULTS,Get My List Cleaned →,Listemi Temizle →,
quiz.save_diagnosis,quiz,CAPTURE,Save your diagnosis,Teşhisinizi kaydedin,
quiz.save_subtitle,quiz,CAPTURE,Get your results emailed and optionally join our waitlist for self-serve tools.,Sonuçlarınızı e-posta ile alın ve isteğe bağlı olarak self-servis araçlar için bekleme listemize katılın.,
quiz.newsletter_opt,quiz,CAPTURE,"Monthly deliverability insights (no spam, just signal)","Aylık deliverability içgörüleri (spam yok, sadece bilgi)",
quiz.bonus_credits,quiz,CAPTURE,1,500 credits when we launch,Başladığımızda 1.500 kredi,
quiz.send_results,quiz,CAPTURE,Send My Results,Sonuçlarımı Gönder,
quiz.skip,quiz,CAPTURE,Skip,Atla,
quiz.notify_launch,quiz,CAPTURE,Notify me when self-serve launches,Self-servis başladığında bana bildir,
quiz.request_contact,quiz,CAPTURE,Have someone reach out to discuss my situation (no sales pitch),Durumumu görüşmek için birinin bana ulaşmasını istiyorum (satış yok),
quiz.capture_success,quiz,CAPTURE,Your results have been sent!,Sonuçlarınız gönderildi!,
quiz.capture_credits_bonus,quiz,CAPTURE,You've also earned 1,500 free credits.,Ayrıca 1.500 ücretsiz kredi kazandınız.,
quiz.capture_reach_out,quiz,CAPTURE,We'll reach out soon.,Yakında ulaşacağız.,
quiz.ready_to_go,quiz,CAPTURE,Ready to go?,Başlamaya hazır mısınız?,
sos.bridge_dfy_cta,sos-hotline,BRIDGE,See What You Get,Ne Alacağınızı Görün,
sos.bridge_dfy_desc,sos-hotline,BRIDGE,"Send us your list. We review every address and return it labeled: Keep, Monitor, or Suppress.","Listenizi bize gönderin. Her adresi inceleriz ve etiketli olarak iade ederiz: Sakla, İzle veya Kaldır.",DNT Keep/Monitor/Suppress
sos.bridge_dfy_title,sos-hotline,BRIDGE,Done-For-You Review,Anahtar Teslim İnceleme (Done-For-You),
sos.bridge_expert_cta,sos-hotline,BRIDGE,See the Process,Süreci Gör,
sos.bridge_expert_desc,sos-hotline,BRIDGE,Every list review includes a walkthrough of your results. We explain what we found.,Her liste incelemesi sonuçlarınızın üzerinden geçmeyi içerir. Ne bulduğumuzu açıklarız.,
sos.bridge_expert_title,sos-hotline,BRIDGE,Expert Interpretation,Uzman Yorumu,
sos.bridge_intro,sos-hotline,BRIDGE,"SOS gives you guidance. If you need someone to actually touch your data, we offer:",SOS size rehberlik eder. Verilerinize gerçekten dokunacak birine ihtiyacınız varsa, şunları sunuyoruz:,DNT SOS
sos.bridge_title,sos-hotline,BRIDGE,Need More Than Advice?,Tavsiyeden Daha Fazlasına mı İhtiyacınız Var?,
sos.final_cta_subtext,sos-hotline,FINAL CTA,"Email us. Within 48 hours. Often sooner.","Bize e-posta gönderin. 48 saat içinde. Genellikle daha erken.",
sos.final_cta_title,sos-hotline,FINAL CTA,Ready to Ask Your Question?,Sorunuzu Sormaya Hazır mısınız?,
sos.how_step1,sos-hotline,HOW IT WORKS,You send an email to the SOS Hotline,SOS Hattına bir e-posta gönderirsiniz,DNT SOS Hotline
sos.how_step2,sos-hotline,HOW IT WORKS,You receive an automatic reply confirming we got it,Aldığımızı onaylayan otomatik bir yanıt alırsınız,
sos.how_step3,sos-hotline,HOW IT WORKS,YT personally reads and responds within 48 hours,Yanna-Torry şahsen okur ve 48 saat içinde yanıt verir,DNT YT
sos.topic_career_advice,sos-hotline,TOPICS,Career advice,Kariyer tavsiyesi,
sos.why_free_p1,sos-hotline,WHY FREE,We offer real help without charging because it is the right thing to do.,"Gerçek yardımı ücret almadan sunuyoruz, çünkü yapılması gereken doğru şey bu.",
sos.why_free_p2,sos-hotline,WHY FREE,"If you need more than guidance, we offer done-for-you list reviews with expert interpretation included.","Rehberlikten daha fazlasına ihtiyacınız varsa, uzman yorumu dahil anahtar teslim liste incelemeleri sunuyoruz.",
sos.why_free_tagline,sos-hotline,WHY FREE,Trust beats tactics.,Güven taktikleri yener.,
sos.why_free_title,sos-hotline,WHY FREE,Why Is This Free?,Bu Neden Ücretsiz?,
audit.badge,audit,INTRO,Free Self-Assessment,Ücretsiz Öz Değerlendirme,
audit.title,audit,INTRO,Inbox Placement Self-Audit,Gelen Kutusu Yerleşimi Öz Denetimi,
audit.subtitle,audit,INTRO,What most senders never check. Use this monthly. Be honest. This is how problems get caught before revenue drops.,Çoğu göndericinin asla kontrol etmediği şeyler. Bunu aylık kullanın. Dürüst olun. Sorunlar gelir düşmeden önce böyle yakalanır.,
audit.disclaimer,audit,INTRO,Important: This audit covers general best practices. Every business is different. A monthly newsletter has different needs than a daily SaaS notification. Some items here may not apply to you at all. The goal is awareness, not a perfect score.,Önemli: Bu denetim genel en iyi uygulamaları kapsar. Her iş farklıdır. Aylık bir bültenin günlük bir SaaS bildiriminden farklı ihtiyaçları vardır. Buradaki bazı maddeler sizin için hiç geçerli olmayabilir. Amaç farkındalıktır, mükemmel bir puan değil.,
audit.meta_time,audit,INTRO,5-7 minutes,5-7 dakika,
audit.meta_sections,audit,INTRO,10 sections,10 bölüm,
audit.meta_tips,audit,INTRO,Personalized tips,Kişiselleştirilmiş ipuçları,
audit.start_button,audit,INTRO,Start Audit,Denetimi Başlat,
audit.section_automation,audit,SECTIONS,Automation Timing,Otomasyon Zamanlaması,
audit.section_header,audit,SECTIONS,Header & Footer Hygiene,Üstbilgi ve Altbilgi Hijyeni,
audit.section_tracking,audit,SECTIONS,Tracking Domain Risk,İzleme Alan Adı Riski,
audit.section_engagement,audit,SECTIONS,Engagement Logic,Etkileşim Mantığı,
audit.section_layout,audit,SECTIONS,Layout Pattern Risk,Düzen Kalıbı Riski,
audit.section_sendtime,audit,SECTIONS,Send Time Logic,Gönderim Zamanı Mantığı,
audit.section_migration,audit,SECTIONS,ESP Migration Risk,ESP Geçiş Riski,
audit.section_subject,audit,SECTIONS,Subject vs Preview Trust,Konu ve Önizleme Güveni,
audit.section_spam,audit,SECTIONS,Spam Folder Rendering,Spam Klasörü Görünümü,
audit.section_validation,audit,SECTIONS,Validation Frequency,Doğrulama Sıklığı,
audit.grade_strong,audit,RESULTS,Strong Foundation,Güçlü Temel,
audit.grade_attention,audit,RESULTS,Needs Attention,Dikkat Gerektiriyor,
audit.grade_risk,audit,RESULTS,High Risk,Yüksek Risk,
audit.out_of_100,audit,RESULTS,out of 100,100 üzerinden,
audit.score_by_section,audit,RESULTS,Score by Section,Bölüme Göre Puan,
audit.next_section,audit,BUTTONS,Next Section,Sonraki Bölüm,
audit.see_results,audit,BUTTONS,See Results,Sonuçları Gör,
audit.retake,audit,BUTTONS,Retake Audit,Denetimi Tekrarla,
audit.save_title,audit,CAPTURE,Save Your Results,Sonuçlarınızı Kaydedin,
audit.send_report,audit,CAPTURE,Send My Report,Raporumu Gönder,
audit.report_sent,audit,CAPTURE,Report Sent!,Rapor Gönderildi!,
audit.save_subtitle,audit,CAPTURE,Get a detailed report emailed and optionally join our waitlist.,Ayrıntılı bir raporu e-postayla alın ve isteğe bağlı olarak bekleme listemize katılın.,
audit.capture_newsletter,audit,CAPTURE,"Monthly deliverability insights (no spam, just signal)","Aylık deliverability içgörüleri (spam yok, sadece bilgi)",
audit.capture_bonus,audit,CAPTURE,1,500 credits when we launch,Başladığımızda 1.500 kredi,
audit.capture_waitlist,audit,CAPTURE,Notify me when self-serve launches,Self-servis başladığında bana bildir,
audit.capture_contact,audit,CAPTURE,Have someone reach out to discuss my audit results (no sales pitch),Denetim sonuçlarımı tartışmak için birinin bana ulaşmasını istiyorum (satış yok),
audit.capture_skip,audit,CAPTURE,"Skip, I'll just review on screen","Atla, sadece ekranda inceleyeceğim",
audit.recommendations_title,audit,RESULTS,Action Items by Section,Bölüme Göre Eylem Öğeleri,
audit.recommendations_subtitle,audit,RESULTS,Everything flagged based on your answers. Review what applies to you:,Cevaplarınıza göre işaretlenen her şey. Sizin için geçerli olanları inceleyin:,
audit.sos_title,audit,SOS PLUG,Not Sure What Applies to You?,Sizin İçin Neyin Geçerli Olduğundan Emin Değil misiniz?,
audit.sos_desc,audit,SOS PLUG,Every business is different. What's critical for a daily sender might be irrelevant for a monthly newsletter. If you're unsure which items actually matter for your situation, talk to someone who's seen it all.,Her iş farklıdır. Günlük bir gönderici için kritik olan şey, aylık bir bülten için önemsiz olabilir. Durumunuz için hangi öğelerin gerçekten önemli olduğundan emin değilseniz, her şeyi görmüş biriyle konuşun.,
audit.sos_badge,audit,SOS PLUG,Free. No pitch. Just answers.,Ücretsiz. Satış yok. Sadece cevaplar.,
audit.sos_card_desc,audit,SOS PLUG,"The SOS Hotline connects you with YT, a deliverability specialist who's cleaned thousands of lists and diagnosed hundreds of sending problems. Ask anything.","SOS Hattı sizi binlerce listeyi temizlemiş ve yüzlerce gönderim sorununu teşhis etmiş bir teslim edilebilirlik uzmanı olan YT ile bağlar. Her şeyi sorun.",DNT SOS Hotline, YT
audit.sos_cta,audit,SOS PLUG,Talk to a Specialist,Bir Uzmanla Konuşun,
audit.sos_learn_more,audit,SOS PLUG,Learn About SOS Hotline,SOS Hattı Hakkında Bilgi Edinin,DNT SOS Hotline
audit.testimonial_quote,audit,TESTIMONIAL,Review My Emails goes beyond standard tools by identifying risky patterns others miss.,Review My Emails, başkalarının kaçırdığı riskli kalıpları belirleyerek standart araçların ötesine geçer.,DNT Review My Emails
audit.testimonial_author,audit,TESTIMONIAL,"Julia S., Italy","Julia S., İtalya",DNT
audit.get_cleaning,audit,BUTTONS,Get Expert List Cleaning,Uzman Liste Temizliği Alın,
about.email_link,about,CONTENT,Email,E-posta,
about.founder_title,about,CONTENT,"Founder, Review My Emails","Kurucu, Review My Emails",
audit.back,audit,CONTENT,Back,Geri,
audit.built_by,audit,CONTENT,Built by,Tarafından yapıldı,
audit.get_cleaned,audit,CONTENT,Get Your List Cleaned,Listenizi Temizletin,
audit.important,audit,CONTENT,Important:,Önemli:,
audit.what_cover,audit,CONTENT,What we'll cover,Neleri kapsayacağız,
contact.modal_subtitle,common,CONTACT MODAL,Tell us what you're working on. We'll get back to you within one business day.,Bize ne üzerinde çalıştığınızı söyleyin. Size bir iş günü içinde geri döneceğiz.,
contact.modal_title,common,CONTACT MODAL,Get in Touch,İletişime Geçin,
contact.submit,common,CONTACT MODAL,Send Message,Mesaj Gönder,
footer.legal,common,FOOTER,Privacy Policy · Terms,Gizlilik Politikası · Şartlar,
form.email_label,common,FORM FIELDS,Email \*,E-posta \*,
form.message_hint,common,FORM FIELDS,Optional - but helps us prepare for the conversation.,İsteğe bağlı - ancak görüşmeye hazırlanmamıza yardımcı olur.,
form.message_label,common,FORM FIELDS,Message,Mesaj,
form.message_optional_label,common,FORM FIELDS,Message (optional),Mesaj (isteğe bağlı),
form.name_label,common,FORM FIELDS,Name \*,İsim \*,
form.timezone_label,common,FORM FIELDS,Timezone (optional),Saat Dilimi (isteğe bağlı),
form.timezone_select,common,FORM FIELDS,Select your timezone,Saat diliminizi seçin,
form.timezone_select_optional,common,FORM FIELDS,Select your timezone (optional),Saat diliminizi seçin (isteğe bağlı),
form.tz_alaska,common,FORM FIELDS,Alaska Time,Alaska Saati,
form.tz_central,common,FORM FIELDS,Central Time (CT),Merkezi Saat (CT),
form.tz_cet,common,FORM FIELDS,Central European Time (CET),Orta Avrupa Saati (CET),
form.tz_eastern,common,FORM FIELDS,Eastern Time (ET),Doğu Saati (ET),
form.tz_eet,common,FORM FIELDS,Eastern European Time,Doğu Avrupa Saati,
form.tz_gmt,common,FORM FIELDS,GMT / UTC,GMT / UTC,
form.tz_gulf,common,FORM FIELDS,Gulf Standard Time,Körfez Standart Saati,
form.tz_hawaii,common,FORM FIELDS,Hawaii Time,Hawaii Saati,
form.tz_india,common,FORM FIELDS,India Standard Time,Hindistan Standart Saati,
form.tz_japan,common,FORM FIELDS,Japan Standard Time,Japonya Standart Saati,
form.tz_london,common,FORM FIELDS,London (GMT/BST),Londra (GMT/BST),
form.tz_mountain,common,FORM FIELDS,Mountain Time (MT),Dağ Saati (MT),
form.tz_nz,common,FORM FIELDS,New Zealand Time,Yeni Zelanda Saati,
form.tz_other,common,FORM FIELDS,Other,Diğer,
form.tz_pacific,common,FORM FIELDS,Pacific Time (PT),Pasifik Saati (PT),
form.tz_singapore,common,FORM FIELDS,Singapore Time,Singapur Saati,
form.tz_sydney,common,FORM FIELDS,Australian Eastern Time,Avustralya Doğu Saati,
modal.subtitle,common,CONTACT MODAL,Tell us about your situation and we'll get back to you within 24 hours.,Bize durumunuzu anlatın, 24 saat içinde size geri dönelim.,
ui.message_received,common,UI,Message Received,Mesaj Alındı,
ui.message_sent,common,UI,Message Sent!,Mesaj Gönderildi!,
ui.request_received,common,UI,Request Received,Talep Alındı,
ui.response_time,common,UI,We'll get back to you within 24-48 hours.,24-48 saat içinde size geri döneceğiz.,
ui.response_time_business,common,UI,We'll get back to you within one business day.,Bir iş günü içinde size geri döneceğiz.,
Key,Page,Section,English,Turkish,Notes
about.title,about,HERO,About,Hakkımızda,
about.subtitle,about,HERO,The person behind Review My Emails.,Review My Emails'in arkasındaki kişi.,DNT Review My Emails
about.name,about,BIO,Yanna-Torry Aspraki,Yanna-Torry Aspraki,DNT name
about.role,about,BIO,"Founder, Review My Emails","Kurucu, Review My Emails",DNT Review My Emails
about.bio_p1,about,BIO,"I started Review My Emails because I kept seeing the same problem. Marketers would run their lists through validation tools, get a clean bill of health, and then watch their deliverability tank anyway.","Review My Emails'i başlattım çünkü sürekli aynı sorunu görüyordum. Pazarlamacılar listelerini doğrulama araçlarından geçiriyor, temiz raporu alıyor, ancak yine de teslim edilebilirliklerinin çöküşünü izliyorlardı.",DNT Review My Emails
about.bio_p2,about,BIO,The tools were not lying. They just were not telling the whole story.,Araçlar yalan söylemiyordu. Sadece hikayenin tamamını anlatmıyorlardı.,
